Started,Finished,Memory per executor,# executors,# records,Size(MB),Total Time,Throughpu (MB),Throughput (RPS)
2018-12-13 16:54:29,2018-12-13 18:36:20,4g,1,30000000,38366,6111,=E2/G2
2018-12-16 06:08:53,2018-12-16 07:02:59,4g,2,30000000,38366,3246,=E3/G3
2018-12-15 20:54:14,2018-12-15 21:22:47,4g,4,30000000,38366,1713,=E4/G4
2018-12-16 07:31:33,2018-12-16 07:46:27,4g,8,30000000,38366,894,=E5/G5
2018-12-15 21:38:07,2018-12-15 21:46:51,4g,16,30000000,38366,524,=E6/G6
2018-12-15 21:46:51,2018-12-15 21:53:19,4g,24,30000000,38366,388,=E7/G7
2018-12-13 20:39:18,2018-12-13 20:44:33,4g,32,30000000,38366,315,=E8/G8
2018-12-16 08:07:12,2018-12-16 08:11:23,4g,48,30000000,38366,251,=E9/G9
2018-12-15 22:02:58,2018-12-15 22:06:32,4g,64,30000000,38366,214,=E10/G10
